code,name,description,category,url,public-database
NL-KVK,,,NL,https://www.kvk.nl/zoeken/handelsregister/,False
NL-OWMS,,,NL,http://standaarden.overheid.nl/owms/4.0/doc/waardelijsten,False
NO-BRC,,,NO,http://www.brreg.no/,False
NO-COA,,,NO,https://gov-id-finder.codeforiati.org/countries/NO/,False
NP-COA,,,NP,https://gov-id-finder.codeforiati.org/countries/NP/,True
NP-CRO,,,NP,http://www.cro.gov.np/,False
NP-IRD,,,NP,https://ird.gov.np/,True
NP-SWC,,,NP,http://www.swc.org.np/,False
NR-COA,,,NR,https://gov-id-finder.codeforiati.org/countries/NR/,True
NU-COA,,,NU,https://gov-id-finder.codeforiati.org/countries/NU/,False
NZ-COA,,,NZ,https://gov-id-finder.codeforiati.org/countries/NZ/,False
OM-COA,,,OM,https://gov-id-finder.codeforiati.org/countries/OM/,False
PA-COA,,,PA,https://gov-id-finder.codeforiati.org/countries/PA/,False
PA-PRP,,,PA,https://www.panadata.net/en/organizaciones,True
PE-COA,,,PE,https://gov-id-finder.codeforiati.org/countries/PE/,False
PE-RUC,,,PE,https://www.sunat.gob.pe/,True
PE-SUNARP,,,PE,https://www.sunarp.gob.pe/dn-personas-juridicas.asp,True
PF-COA,,,PF,https://gov-id-finder.codeforiati.org/countries/PF/,False
PG-COA,,,PG,https://gov-id-finder.codeforiati.org/countries/PG/,True
PH-COA,,,PH,https://gov-id-finder.codeforiati.org/countries/PH/,False
PH-SEC,,,PH,http://www.sec.gov.ph/,True
PK-COA,,,PK,https://gov-id-finder.codeforiati.org/countries/PK/,False
PK-NTN,,,PK,https://e.fbr.gov.pk/esbn/Verification#,True
PK-PCP,,,PK,http://pcp.org.pk/index.php,False
PK-SEC,,,PK,https://www.secp.gov.pk/,True
PK-VSWA,,,PK,http://social_welfare.kp.gov.pk/,False
PL-COA,,,PL,https://gov-id-finder.codeforiati.org/countries/PL/,False
PL-KRS,,,PL,https://ems.ms.gov.pl/krs/wyszukiwaniepodmiotu,True
PL-NIP,,,PL,https://pl.wikipedia.org/wiki/NIP,True
PL-REGON,,,PL,"http://stat.gov.pl/en/metainformations/glossary/terms-used-in-official-statistics/2963,term.html",True
PM-COA,,,PM,https://gov-id-finder.codeforiati.org/countries/PM/,False
PN-COA,,,PN,https://gov-id-finder.codeforiati.org/countries/PN/,False
PR-COA,,,PR,https://gov-id-finder.codeforiati.org/countries/PR/,False
PS-COA,,,PS,https://gov-id-finder.codeforiati.org/countries/PS/,False
PS-MOI,,,PS,http://www.moi.pna.ps/NGOs/List,False
PS-TIN,,,PS,http://www.pmof.ps/,False
PT-COA,,,PT,https://gov-id-finder.codeforiati.org/countries/PT/,False
PT-NIPPC,,,PT,https://www.portaldocidadao.pt/,True
PW-COA,,,PW,https://gov-id-finder.codeforiati.org/countries/PW/,True
PY-COA,,,PY,https://gov-id-finder.codeforiati.org/countries/PY/,False
PY-PGN,,,PY,http://www.hacienda.gov.py/web-hacienda/archivo.php?a=keke1117221b211c20db1d141bdedcdde2db1019ke2016131610ke111c1fdedcdde2da1d1113ke0ac&x=6262001&y=keke0ac,True
PY-RUC,,,PY,http://www.hacienda.gov.py/web-hacienda/index.php?c=77,True
QA-COA,,,QA,https://gov-id-finder.codeforiati.org/countries/QA/,False
RE-COA,,,RE,https://gov-id-finder.codeforiati.org/countries/RE/,False
RO-COA,,,RO,https://gov-id-finder.codeforiati.org/countries/RO/,False
RO-CUI,,,RO,http://www.onrc.ro/index.php/ro/,True
RS-APR,,,RS,http://www.apr.gov.rs/eng/Home.aspx,False
RS-COA,,,RS,https://gov-id-finder.codeforiati.org/countries/RS/,False
RS-PIB,,,RS,http://www.poreskauprava.gov.rs/pib.html,True
RU-COA,,,RU,https://gov-id-finder.codeforiati.org/countries/RU/,False
RU-INN,,,RU,https://russianpartner.biz/,True
RU-OGRN,,,RU,https://www.egrul.ru/,True
RW-COA,,,RW,https://gov-id-finder.codeforiati.org/countries/RW/,True
RW-RGB,,,RW,http://rgb.rw/,False
RW-RRA,,,RW,https://www.rra.gov.rw/index.php?id=45&L=1%27A%3D0,False
SA-COA,,,SA,https://gov-id-finder.codeforiati.org/countries/SA/,False
SB-COA,,,SB,https://gov-id-finder.codeforiati.org/countries/SB/,True
SC-COA,,,SC,https://gov-id-finder.codeforiati.org/countries/SC/,False
SD-COA,,,SD,https://gov-id-finder.codeforiati.org/countries/SD/,False
SE-BLV,,,SE,http://www.bolagsverket.se/,False
SE-COA,,,SE,https://gov-id-finder.codeforiati.org/countries/SE/,False
SE-KK,,,SE,https://www.kammarkollegiet.se/,False
SE-ON,,,SE,http://www.bolagsverket.se/ff/foretagsformer/organisationsnummer-1.7902,True
SG-ACRA,,,SG,http://www.acra.gov.sg/,False
SG-COA,,,SG,https://gov-id-finder.codeforiati.org/countries/SG/,False
SG-COC,,,SG,https://www.charities.gov.sg/Pages/Home.aspx,True
SH-COA,,,SH,https://gov-id-finder.codeforiati.org/countries/SH/,False
SI-COA,,,SI,https://gov-id-finder.codeforiati.org/countries/SI/,False
SI-PRS,,,SI,http://www.ajpes.eu/prs/,True
SI-TIN,,,SI,https://www.ajpes.eu/,True
SJ-COA,,,SJ,https://gov-id-finder.codeforiati.org/countries/SJ/,False
SK-COA,,,SK,https://gov-id-finder.codeforiati.org/countries/SK/,False
SK-ICO,,,SK,https://rpo.statistics.sk/,True
SK-ORSR,,,SK,http://www.orsr.sk/search_subjekt.asp?lan=en,False
SK-ZRSR,,,SK,http://www.orsr.sk/search_subjekt.asp?lan=en,False
SL-COA,,,SL,https://gov-id-finder.codeforiati.org/countries/SL/,True
SL-NRA,,,SL,https://nra.gov.sl/taxpayer-identification-number,False
SL-OARG,,,SL,http://www.oarg.gov.sl/,False
SM-COA,,,SM,https://gov-id-finder.codeforiati.org/countries/SM/,False
SN-COA,,,SN,https://gov-id-finder.codeforiati.org/countries/SN/,True
SN-NINEA,,,SN,http://creationdentreprise.sn/en/finding-business,True
SO-COA,,,SO,https://gov-id-finder.codeforiati.org/countries/SO/,True
SO-MPND,,,SO,https://mopnd.govsomaliland.org/article/about-mopnd/,False
SR-COA,,,SR,https://gov-id-finder.codeforiati.org/countries/SR/,False
SS-COA,,,SS,https://gov-id-finder.codeforiati.org/countries/SS/,False
SS-RRC,,,SS,,False
ST-COA,,,ST,https://gov-id-finder.codeforiati.org/countries/ST/,False
SV-COA,,,SV,https://gov-id-finder.codeforiati.org/countries/SV/,False
SV-NIT,,,SV,https://www.transparencia.gob.sv/institutions/dgii/services/7180,False
SX-COA,,,SX,https://gov-id-finder.codeforiati.org/countries/SX/,False
SY-COA,,,SY,https://gov-id-finder.codeforiati.org/countries/SY/,False
SZ-CIT,,,SZ,https://www.gov.sz/index.php/ministries-departments/minnistry-of-commerce,True
SZ-COA,,,SZ,https://gov-id-finder.codeforiati.org/countries/SZ/,False
TC-COA,,,TC,https://gov-id-finder.codeforiati.org/countries/TC/,False
TD-COA,,,TD,https://gov-id-finder.codeforiati.org/countries/TD/,True
TF-COA,,,TF,https://gov-id-finder.codeforiati.org/countries/TF/,False
TG-COA,,,TG,https://gov-id-finder.codeforiati.org/countries/TG/,True
TH-COA,,,TH,https://gov-id-finder.codeforiati.org/countries/TH/,False
TH-MOI,,,TH,https://moi.go.th/moi/,False
TH-TIN,,,TH,https://www.rd.go.th/publish/272.0.html,False
TJ-COA,,,TJ,https://gov-id-finder.codeforiati.org/countries/TJ/,True
TK-COA,,,TK,https://gov-id-finder.codeforiati.org/countries/TK/,False
TL-COA,,,TL,https://gov-id-finder.codeforiati.org/countries/TL/,True
TM-COA,,,TM,https://gov-id-finder.codeforiati.org/countries/TM/,False
TN-COA,,,TN,https://gov-id-finder.codeforiati.org/countries/TN/,False
TN-RNE,,,TN,https://www.registre-entreprises.tn/rne-public/#/recherche-pm,False
TO-COA,,,TO,https://gov-id-finder.codeforiati.org/countries/TO/,False
TR-COA,,,TR,https://gov-id-finder.codeforiati.org/countries/TR/,False
TR-MERSIS,,,TR,https://mersis.gtb.gov.tr/,True
TR-MOI,,,TR,https://www.dernekler.gov.tr/,False
TT-COA,,,TT,https://gov-id-finder.codeforiati.org/countries/TT/,False
TV-COA,,,TV,https://gov-id-finder.codeforiati.org/countries/TV/,False
TW-COA,,,TW,https://gov-id-finder.codeforiati.org/countries/TW/,False
TZ-BRLA,,,TZ,http://www.brela.go.tz/,False
TZ-COA,,,TZ,https://gov-id-finder.codeforiati.org/countries/TZ/,True
TZ-NNCB,,,TZ,http://www.tnnc.go.tz,False
TZ-TRA,,,TZ,https://www.tra.go.tz/index.php,False
UA-COA,,,UA,https://gov-id-finder.codeforiati.org/countries/UA/,False
UA-EDR,,,UA,https://usr.minjust.gov.ua/ua/home,False
UG-204CBO,,,UG,https://www.ngobureau.go.ug/en/services/community-based-organisations,False
UG-COA,,,UG,https://gov-id-finder.codeforiati.org/countries/UG/,True
UG-NGB,,,UG,http://www.mia.go.ug/?page_id=62,False
UG-NGO,,,UG,https://ngobureau.go.ug/,True
UG-RSB,,,UG,http://www.ursb.go.ug/,False
UM-COA,,,UM,https://gov-id-finder.codeforiati.org/countries/UM/,False
US-COA,,,US,https://gov-id-finder.codeforiati.org/countries/US/,False
US-DOS,,,US,http://www.companieshouse.gov.uk/links/usaLink.shtml,False
US-EIN,,,US,https://apps.irs.gov/app/eos/,False
US-USAGOV,,,US,https://www.usa.gov/,False
UY-COA,,,UY,https://gov-id-finder.codeforiati.org/countries/UY/,False
UZ-COA,,,UZ,https://gov-id-finder.codeforiati.org/countries/UZ/,False
UZ-KTUT,,,UZ,https://my.gov.uz/uz/regService/413,False
VA-COA,,,VA,https://gov-id-finder.codeforiati.org/countries/VA/,False
VC-COA,,,VC,https://gov-id-finder.codeforiati.org/countries/VC/,False
VE-COA,,,VE,https://gov-id-finder.codeforiati.org/countries/VE/,False
VG-COA,,,VG,https://gov-id-finder.codeforiati.org/countries/VG/,False
VI-COA,,,VI,https://gov-id-finder.codeforiati.org/countries/VI/,False
VN-COA,,,VN,https://gov-id-finder.codeforiati.org/countries/VN/,False
VN-MOST,,,VN,https://www.most.gov.vn/en/Pages/home.aspx,False
VU-COA,,,VU,https://gov-id-finder.codeforiati.org/countries/VU/,False
WF-COA,,,WF,https://gov-id-finder.codeforiati.org/countries/WF/,False
WS-COA,,,WS,https://gov-id-finder.codeforiati.org/countries/WS/,False
XE-EXAMPLE,,,-,,False
XI-BRIDGE,,,-,https://bridge-registry.org/,True
XI-DUNS,,,XI,https://www.dnb.com/duns-number.html,True
XI-EORI,,,XI,http://ec.europa.eu/taxation_customs/dds2/eos/eori_validation.jsp,False
XI-GRID,,,-,https://www.grid.ac/,False
XI-IATI,,,-,http://iatistandard.org/codelists/IATIOrganisationIdentifier/,False
XI-LEI,,,XI,https://www.gleif.org/en/lei-data/global-lei-index,True
XI-PB,,,BR,http://publicbodies.org/,False
XI-PID,,,XI,https://permid.org,False
XI-ROR,,,XI,https://ror.community/,True
XI-WIKIDATA,,,XI,https://www.wikidata.org/,True
XK-COA,,,XK,https://gov-id-finder.codeforiati.org/countries/XK/,False
XM-DAC,,,-,http://www.oecd.org/dac/stats/dacandcrscodelists.htm,True
XM-OCHA,,,-,http://www.unocha.org,True
XR-EUCB,,,XI,https://publications.europa.eu/en/web/eu-vocabularies/at-dataset/-/resource/dataset/corporate-body?target=About,True
XR-NUTS,,,HR,http://ec.europa.eu/eurostat/web/nuts/local-administrative-units,False
YE-COA,,,YE,https://gov-id-finder.codeforiati.org/countries/YE/,False
YE-CR,,,YE,https://moit-ye.com/,True
YE-MSAL,,,YE,http://www.yemen.gov.ye/portal/mosal/%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9/tabid/2201/Default.aspx,False
YT-COA,,,YT,https://gov-id-finder.codeforiati.org/countries/YT/,False
ZA-CIP,,,ZA,http://www.cipro.gov.za/,False
ZA-CIT,,,ZA,https://www.sars.gov.za/,False
ZA-COA,,,ZA,https://gov-id-finder.codeforiati.org/countries/ZA/,False
ZA-NPO,,,ZA,http://www.npo.gov.za/,False
ZA-PBO,,,ZA,http://www.sars.gov.za/home.asp?pid=170,False
ZM-COA,,,ZM,https://gov-id-finder.codeforiati.org/countries/ZM/,True
ZM-PCR,,,ZM,http://www.pacra.org.zm/,False
ZM-RNGO,,,ZM,https://www.mcdsw.gov.zm/?page_id=5232,False
ZW-COA,,,ZW,https://gov-id-finder.codeforiati.org/countries/ZW/,True
ZW-PVO,,,ZW,,False
ZW-ROD,,,ZW,http://www.dcip.gov.zw/,False
ZZ-EBID,,,DE,https://www.ebid.org/en/,True
